,Building_Project_Name,Street_Name,Postal_District,Type,No_of_Bedrooms,Monthly_Rent,Floor_Area,Lease_Commencement_Date,Downloaded_At
3279,CORONA VILLE,JALAN HAJI ALIAS,10,Non-landed Properties,3,"2,900",1500 to 1600,Oct-19,2020-01-22 02:13:43.292735
3280,CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,10,Non-landed Properties,na*,"2,550",1000 to 1100,Dec-19,2020-01-22 02:13:45.421992
3281,COSMO,GUILLEMARD CRESCENT,14,Non-landed Properties,1,"1,850",300 to 400,Dec-19,2020-01-22 02:13:47.427760
3282,COSMO,GUILLEMARD CRESCENT,14,Non-landed Properties,2,"2,300",600 to 700,Dec-19,2020-01-22 02:13:47.457037
3283,COSMO,GUILLEMARD CRESCENT,14,Non-landed Properties,1,"1,800",400 to 500,Dec-19,2020-01-22 02:13:47.471778
3284,COSMO,GUILLEMARD CRESCENT,14,Non-landed Properties,2,"2,700",700 to 800,Nov-19,2020-01-22 02:13:47.511173
3285,COSMO,GUILLEMARD CRESCENT,14,Non-landed Properties,1,"1,900",400 to 500,Nov-19,2020-01-22 02:13:47.544936
3286,COSMO,GUILLEMARD CRESCENT,14,Non-landed Properties,1,"1,800",300 to 400,Oct-19,2020-01-22 02:13:47.559938
3287,COSMO,GUILLEMARD CRESCENT,14,Non-landed Properties,2,"2,400",600 to 700,Oct-19,2020-01-22 02:13:47.574976
3288,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"5,400",1500 to 1600,Dec-19,2020-01-22 02:13:47.850972
3289,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,800",1300 to 1400,Dec-19,2020-01-22 02:13:47.917480
3290,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"4,800",1500 to 1600,Dec-19,2020-01-22 02:13:47.977485
3291,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,200",1200 to 1300,Dec-19,2020-01-22 02:13:48.038637
3292,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,250",1200 to 1300,Dec-19,2020-01-22 02:13:48.071801
3293,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"5,200",1500 to 1600,Dec-19,2020-01-22 02:13:48.127863
3294,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,2,"3,000",900 to 1000,Dec-19,2020-01-22 02:13:48.187532
3295,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"4,350",1400 to 1500,Dec-19,2020-01-22 02:13:48.219535
3296,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,600",1200 to 1300,Dec-19,2020-01-22 02:13:48.277786
3297,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,350",1300 to 1400,Dec-19,2020-01-22 02:13:48.337080
3298,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,000",1200 to 1300,Dec-19,2020-01-22 02:13:48.396084
3299,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"5,300",1500 to 1600,Dec-19,2020-01-22 02:13:48.456018
3300,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,200",1300 to 1400,Dec-19,2020-01-22 02:13:48.520020
3301,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"4,450",1500 to 1600,Dec-19,2020-01-22 02:13:48.562024
3302,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"4,500",1400 to 1500,Nov-19,2020-01-22 02:13:48.612027
3303,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,600",1300 to 1400,Nov-19,2020-01-22 02:13:48.648030
3304,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,600",1200 to 1300,Nov-19,2020-01-22 02:13:48.690033
3305,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,000",1300 to 1400,Nov-19,2020-01-22 02:13:48.724036
3306,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,000",1200 to 1300,Nov-19,2020-01-22 02:13:48.757120
3307,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"4,100",1400 to 1500,Nov-19,2020-01-22 02:13:48.817296
3308,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"5,100",1700 to 1800,Nov-19,2020-01-22 02:13:48.877542
3309,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,800",1300 to 1400,Nov-19,2020-01-22 02:13:48.936013
3310,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,850",1300 to 1400,Nov-19,2020-01-22 02:13:48.968023
3311,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,100",1200 to 1300,Oct-19,2020-01-22 02:13:48.999665
3312,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"5,400",1700 to 1800,Oct-19,2020-01-22 02:13:49.052666
3313,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,000",1200 to 1300,Oct-19,2020-01-22 02:13:49.094673
3314,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"5,000",1700 to 1800,Oct-19,2020-01-22 02:13:49.144673
3315,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"5,500",1700 to 1800,Oct-19,2020-01-22 02:13:49.178676
3316,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"6,600",1400 to 1500,Oct-19,2020-01-22 02:13:49.216682
3317,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,800",1300 to 1400,Oct-19,2020-01-22 02:13:49.253177
3318,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,850",1300 to 1400,Oct-19,2020-01-22 02:13:49.290545
3319,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,900",1300 to 1400,Oct-19,2020-01-22 02:13:49.353993
3320,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"4,000",1200 to 1300,Oct-19,2020-01-22 02:13:49.385995
3321,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,2,"3,040",900 to 1000,Oct-19,2020-01-22 02:13:49.416604
3322,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,4,"4,500",1400 to 1500,Oct-19,2020-01-22 02:13:49.447673
3323,COSTA DEL SOL,BAYSHORE ROAD,16,Non-landed Properties,3,"3,800",1200 to 1300,Oct-19,2020-01-22 02:13:49.478716
3324,COSTA ESTE,LORONG K TELOK KURAU,15,Non-landed Properties,3,"2,600",900 to 1000,Oct-19,2020-01-22 02:13:49.662049
3325,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,750",1300 to 1400,Dec-19,2020-01-22 02:13:49.949289
3326,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"2,950",900 to 1000,Dec-19,2020-01-22 02:13:49.991296
3327,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,700",1300 to 1400,Dec-19,2020-01-22 02:13:50.028298
3328,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"6,200",2000 to 2100,Dec-19,2020-01-22 02:13:50.092301
3329,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"6,200",2000 to 2100,Dec-19,2020-01-22 02:13:50.145304
3330,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"2,800",900 to 1000,Dec-19,2020-01-22 02:13:50.200308
3331,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"4,100",1300 to 1400,Dec-19,2020-01-22 02:13:50.243844
3332,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,000",900 to 1000,Dec-19,2020-01-22 02:13:50.282958
3333,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"4,100",1300 to 1400,Dec-19,2020-01-22 02:13:50.326089
3334,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,600",1300 to 1400,Dec-19,2020-01-22 02:13:50.368380
3335,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"4,900",1600 to 1700,Dec-19,2020-01-22 02:13:50.406382
3336,COSTA RHU,RHU CROSS,15,Non-landed Properties,4,"7,000",2200 to 2300,Dec-19,2020-01-22 02:13:50.444348
3337,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"6,500",2000 to 2100,Dec-19,2020-01-22 02:13:50.483350
3338,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,900",1300 to 1400,Dec-19,2020-01-22 02:13:50.520980
3339,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,600",1300 to 1400,Dec-19,2020-01-22 02:13:50.588923
3340,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,800",1300 to 1400,Dec-19,2020-01-22 02:13:50.634924
3341,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,700",1300 to 1400,Dec-19,2020-01-22 02:13:50.681930
3342,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,200",900 to 1000,Dec-19,2020-01-22 02:13:50.735931
3343,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,400",1400 to 1500,Dec-19,2020-01-22 02:13:50.779935
3344,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"5,100",1600 to 1700,Dec-19,2020-01-22 02:13:50.823568
3345,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"5,100",1700 to 1800,Nov-19,2020-01-22 02:13:50.865918
3346,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,400",1300 to 1400,Nov-19,2020-01-22 02:13:50.924912
3347,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,250",1000 to 1100,Nov-19,2020-01-22 02:13:50.984425
3348,COSTA RHU,RHU CROSS,15,Non-landed Properties,4,"9,500",2100 to 2200,Nov-19,2020-01-22 02:13:51.045919
3349,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"2,850",1000 to 1100,Nov-19,2020-01-22 02:13:51.084806
3350,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"6,200",2000 to 2100,Nov-19,2020-01-22 02:13:51.138840
3351,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"5,400",1700 to 1800,Nov-19,2020-01-22 02:13:51.183842
3352,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"2,800",1000 to 1100,Nov-19,2020-01-22 02:13:51.230845
3353,COSTA RHU,RHU CROSS,15,Non-landed Properties,4,"8,000",2200 to 2300,Nov-19,2020-01-22 02:13:51.291850
3354,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,750",1300 to 1400,Oct-19,2020-01-22 02:13:51.337741
3355,COSTA RHU,RHU CROSS,15,Non-landed Properties,4,"7,000",2000 to 2100,Oct-19,2020-01-22 02:13:51.382667
3356,COSTA RHU,RHU CROSS,15,Non-landed Properties,4,"5,900",1900 to 2000,Oct-19,2020-01-22 02:13:51.426534
3357,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,650",1300 to 1400,Oct-19,2020-01-22 02:13:51.492185
3358,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,700",1300 to 1400,Oct-19,2020-01-22 02:13:51.553726
3359,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"2,850",1000 to 1100,Oct-19,2020-01-22 02:13:51.590608
3360,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"5,750",2000 to 2100,Oct-19,2020-01-22 02:13:51.626852
3361,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,600",1300 to 1400,Oct-19,2020-01-22 02:13:51.688857
3362,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"4,100",1300 to 1400,Oct-19,2020-01-22 02:13:51.737862
3363,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,600",1300 to 1400,Oct-19,2020-01-22 02:13:51.790865
3364,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,450",900 to 1000,Oct-19,2020-01-22 02:13:51.833875
3365,COSTA RHU,RHU CROSS,15,Non-landed Properties,4,"7,000",2200 to 2300,Oct-19,2020-01-22 02:13:51.873559
3366,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,300",1300 to 1400,Oct-19,2020-01-22 02:13:51.911440
3367,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,300",1000 to 1100,Oct-19,2020-01-22 02:13:51.953441
3368,COSTA RHU,RHU CROSS,15,Non-landed Properties,3,"15,400",>3000,Oct-19,2020-01-22 02:13:51.995357
3369,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"2,850",900 to 1000,Oct-19,2020-01-22 02:13:52.064557
3370,COSTA RHU,RHU CROSS,15,Non-landed Properties,2,"3,400",1000 to 1100,Oct-19,2020-01-22 02:13:52.125504
3371,COSY 23,LORONG 30 GEYLANG,14,Non-landed Properties,3,"2,600",1000 to 1100,Oct-19,2020-01-22 02:13:52.331182
3372,COSY LODGE,LORONG 31 GEYLANG,14,Non-landed Properties,3,"3,400",1200 to 1300,Dec-19,2020-01-22 02:13:53.197685
3373,COSY LODGE,LORONG 31 GEYLANG,14,Non-landed Properties,3,"3,200",1200 to 1300,Dec-19,2020-01-22 02:13:53.216684
3374,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"4,000",1300 to 1400,Dec-19,2020-01-22 02:13:54.214085
3375,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"4,200",1100 to 1200,Dec-19,2020-01-22 02:13:54.249088
3376,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,1,"2,950",800 to 900,Dec-19,2020-01-22 02:13:54.283090
3377,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"4,200",1300 to 1400,Dec-19,2020-01-22 02:13:54.320093
3378,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"4,000",1100 to 1200,Dec-19,2020-01-22 02:13:54.365098
3379,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"4,100",1200 to 1300,Dec-19,2020-01-22 02:13:54.422100
3380,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,1,"3,200",800 to 900,Dec-19,2020-01-22 02:13:54.468106
3381,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"4,000",1100 to 1200,Dec-19,2020-01-22 02:13:54.512110
3382,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,300",1100 to 1200,Nov-19,2020-01-22 02:13:54.552112
3383,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,4,"4,600",1500 to 1600,Nov-19,2020-01-22 02:13:54.601115
3384,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"4,300",1300 to 1400,Nov-19,2020-01-22 02:13:54.643150
3385,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,4,"4,800",1500 to 1600,Nov-19,2020-01-22 02:13:54.685121
3386,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,1,"2,900",900 to 1000,Nov-19,2020-01-22 02:13:54.729124
3387,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"4,300",1300 to 1400,Nov-19,2020-01-22 02:13:54.770127
3388,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,500",1100 to 1200,Nov-19,2020-01-22 02:13:54.819131
3389,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,600",1100 to 1200,Nov-19,2020-01-22 02:13:54.869135
3390,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"4,300",1300 to 1400,Nov-19,2020-01-22 02:13:54.922140
3391,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,400",1100 to 1200,Nov-19,2020-01-22 02:13:54.979144
3392,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,400",1100 to 1200,Nov-19,2020-01-22 02:13:55.024145
3393,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,500",1100 to 1200,Oct-19,2020-01-22 02:13:55.069149
3394,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,500",1100 to 1200,Oct-19,2020-01-22 02:13:55.112152
3395,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,400",1100 to 1200,Oct-19,2020-01-22 02:13:55.150155
3396,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"5,800",1300 to 1400,Oct-19,2020-01-22 02:13:55.192878
3397,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,000",1100 to 1200,Oct-19,2020-01-22 02:13:55.229880
3398,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,300",1100 to 1200,Oct-19,2020-01-22 02:13:55.266884
3399,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,4,"5,000",1600 to 1700,Oct-19,2020-01-22 02:13:55.302885
3400,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,500",1100 to 1200,Oct-19,2020-01-22 02:13:55.339888
3401,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,800",1100 to 1200,Oct-19,2020-01-22 02:13:55.384893
3402,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,300",1100 to 1200,Oct-19,2020-01-22 02:13:55.440897
3403,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,4,"4,900",1500 to 1600,Oct-19,2020-01-22 02:13:55.475899
3404,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,1,"2,700",800 to 900,Oct-19,2020-01-22 02:13:55.514902
3405,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,500",1100 to 1200,Oct-19,2020-01-22 02:13:55.552037
3406,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,4,"6,000",2000 to 2100,Oct-19,2020-01-22 02:13:55.586040
3407,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,3,"4,800",1300 to 1400,Oct-19,2020-01-22 02:13:55.622656
3408,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,2,"3,600",1100 to 1200,Oct-19,2020-01-22 02:13:55.660075
3409,COTE D'AZUR,MARINE PARADE ROAD,15,Non-landed Properties,1,"2,600",800 to 900,Oct-19,2020-01-22 02:13:55.694096
3410,COTSWOLD VILLAS,COTSWOLD CLOSE,13,Detached House,na*,"7,200",4000 to 4500,Dec-19,2020-01-22 02:13:56.007341
3411,COUNTRY ESQUIRE,LORONG PUNTONG,20,Non-landed Properties,3,"2,500",1200 to 1300,Nov-19,2020-01-22 02:13:56.339030
3412,COUNTRY ESQUIRE,LORONG PUNTONG,20,Non-landed Properties,3,"2,500",1200 to 1300,Oct-19,2020-01-22 02:13:56.359032
3413,COUNTRY GRANDEUR,LORONG PUNTONG,20,Non-landed Properties,3,"2,800",1400 to 1500,Dec-19,2020-01-22 02:13:57.271999
3414,COUNTRY GRANDEUR,LORONG PUNTONG,20,Non-landed Properties,3,"2,700",1400 to 1500,Nov-19,2020-01-22 02:13:57.292513
3415,COUNTRY GRANDEUR,LORONG PUNTONG,20,Non-landed Properties,3,"2,650",1400 to 1500,Nov-19,2020-01-22 02:13:57.320515
3416,COUNTRY GRANDEUR,LORONG PUNTONG,20,Non-landed Properties,3,"2,900",1400 to 1500,Nov-19,2020-01-22 02:13:57.336517
3417,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-landed Properties,2,"2,850",1000 to 1100,Dec-19,2020-01-22 02:13:57.584536
3418,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-landed Properties,3,"3,300",1300 to 1400,Dec-19,2020-01-22 02:13:57.612538
3419,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-landed Properties,3,"3,200",1300 to 1400,Dec-19,2020-01-22 02:13:57.639539
3420,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-landed Properties,3,"3,300",1300 to 1400,Nov-19,2020-01-22 02:13:57.661540
3421,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-landed Properties,2,"2,650",1100 to 1200,Nov-19,2020-01-22 02:13:57.682544
3422,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-landed Properties,2,"2,600",1100 to 1200,Nov-19,2020-01-22 02:13:57.703544
3423,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-landed Properties,2,"2,800",1100 to 1200,Oct-19,2020-01-22 02:13:57.723548
3424,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:13:58.624668
3425,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,600",1000 to 1100,Nov-19,2020-01-22 02:13:58.647640
3426,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,200",500 to 600,Nov-19,2020-01-22 02:13:58.674615
3427,CRADELS,LORONG LIMAU,12,Non-landed Properties,2,"2,500",600 to 700,Nov-19,2020-01-22 02:13:58.700681
3428,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,000",400 to 500,Nov-19,2020-01-22 02:13:58.725634
3429,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,100",400 to 500,Nov-19,2020-01-22 02:13:58.751653
3430,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,000",400 to 500,Nov-19,2020-01-22 02:13:58.777622
3431,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,200",400 to 500,Nov-19,2020-01-22 02:13:58.815628
3432,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"1,800",400 to 500,Nov-19,2020-01-22 02:13:58.842627
3433,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,200",400 to 500,Nov-19,2020-01-22 02:13:58.866632
3434,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,000",400 to 500,Oct-19,2020-01-22 02:13:58.892632
3435,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,000",400 to 500,Oct-19,2020-01-22 02:13:58.917635
3436,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,200",500 to 600,Oct-19,2020-01-22 02:13:58.941635
3437,CRADELS,LORONG LIMAU,12,Non-landed Properties,1,"2,200",500 to 600,Oct-19,2020-01-22 02:13:58.967663
3438,CRAIG PLACE,CRAIG ROAD,02,Non-landed Properties,2,"3,200",600 to 700,Dec-19,2020-01-22 02:13:59.872761
3439,CRAIG PLACE,CRAIG ROAD,02,Non-landed Properties,1,"5,300",1000 to 1100,Dec-19,2020-01-22 02:13:59.903896
3440,CRAIG PLACE,CRAIG ROAD,02,Non-landed Properties,1,"3,050",500 to 600,Nov-19,2020-01-22 02:13:59.934622
3441,CRAIG PLACE,CRAIG ROAD,02,Non-landed Properties,2,"3,650",700 to 800,Oct-19,2020-01-22 02:13:59.954626
3442,CRAIG PLACE,CRAIG ROAD,02,Non-landed Properties,1,"2,700",500 to 600,Oct-19,2020-01-22 02:13:59.975625
3443,CRAIG PLACE,CRAIG ROAD,02,Non-landed Properties,2,"3,500",700 to 800,Oct-19,2020-01-22 02:13:59.992627
3444,CRESCENDO PARK,JALAN TUA KONG,15,Non-landed Properties,2,"2,300",800 to 900,Dec-19,2020-01-22 02:14:01.925268
3445,CRESCENDO PARK,JALAN TUA KONG,15,Non-landed Properties,2,"2,300",800 to 900,Dec-19,2020-01-22 02:14:01.957272
3446,CRESCENDO PARK,JALAN TUA KONG,15,Non-landed Properties,3,"2,800",1400 to 1500,Oct-19,2020-01-22 02:14:01.989511
3447,CRYSTAL COURT,RIVER VALLEY ROAD,10,Non-landed Properties,3,"4,300",1500 to 1600,Nov-19,2020-01-22 02:14:02.298609
3448,CRYSTAL COURT,RIVER VALLEY ROAD,10,Non-landed Properties,2,"2,600",1200 to 1300,Oct-19,2020-01-22 02:14:02.313611
3449,CRYSTAL HEIGHTS,PASIR PANJANG HILL,05,Non-landed Properties,3,"3,000",1000 to 1100,Nov-19,2020-01-22 02:14:04.266282
3450,CRYSTAL HEIGHTS,PASIR PANJANG HILL,05,Non-landed Properties,3,"3,000",1100 to 1200,Nov-19,2020-01-22 02:14:04.286291
3451,CRYSTAL LODGE,LORONG 16 GEYLANG,14,Non-landed Properties,3,"2,400",1100 to 1200,Nov-19,2020-01-22 02:14:04.464636
3452,CRYSTAL LODGE,LORONG 16 GEYLANG,14,Non-landed Properties,3,"2,500",1100 to 1200,Nov-19,2020-01-22 02:14:04.492663
3453,CRYSTAL MANSIONS,LORONG 6 GEYLANG,14,Non-landed Properties,3,"2,600",1200 to 1300,Nov-19,2020-01-22 02:14:04.784710
3454,CRYSTAL MANSIONS,LORONG 6 GEYLANG,14,Non-landed Properties,3,"2,600",1200 to 1300,Nov-19,2020-01-22 02:14:04.823218
3455,CRYSTAL MANSIONS,LORONG 6 GEYLANG,14,Non-landed Properties,3,"2,500",1200 to 1300,Oct-19,2020-01-22 02:14:04.852222
3456,CRYSTAL MANSIONS,LORONG 6 GEYLANG,14,Non-landed Properties,3,"3,000",1200 to 1300,Oct-19,2020-01-22 02:14:04.883223
3457,CRYSTAL RHU,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,800",1000 to 1100,Dec-19,2020-01-22 02:14:05.107255
3458,CRYSTAL RHU,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,100",1200 to 1300,Dec-19,2020-01-22 02:14:05.128256
3459,CRYSTAL RHU,TANJONG RHU ROAD,15,Non-landed Properties,2,"3,000",1000 to 1100,Nov-19,2020-01-22 02:14:05.155283
3460,CUBE 8,THOMSON ROAD,11,Non-landed Properties,2,"3,200",800 to 900,Dec-19,2020-01-22 02:14:06.331953
3461,CUBE 8,THOMSON ROAD,11,Non-landed Properties,2,"3,200",900 to 1000,Dec-19,2020-01-22 02:14:06.355955
3462,CUBE 8,THOMSON ROAD,11,Non-landed Properties,1,"2,500",500 to 600,Dec-19,2020-01-22 02:14:06.395863
3463,CUBE 8,THOMSON ROAD,11,Non-landed Properties,3,"4,300",1300 to 1400,Dec-19,2020-01-22 02:14:06.447884
3464,CUBE 8,THOMSON ROAD,11,Non-landed Properties,3,"4,000",1300 to 1400,Dec-19,2020-01-22 02:14:06.484968
3465,CUBE 8,THOMSON ROAD,11,Non-landed Properties,1,"2,300",500 to 600,Dec-19,2020-01-22 02:14:06.538846
3466,CUBE 8,THOMSON ROAD,11,Non-landed Properties,1,"2,500",500 to 600,Nov-19,2020-01-22 02:14:06.562575
3467,CUBE 8,THOMSON ROAD,11,Non-landed Properties,2,"3,300",900 to 1000,Nov-19,2020-01-22 02:14:06.603750
3468,CUBE 8,THOMSON ROAD,11,Non-landed Properties,2,"3,200",900 to 1000,Nov-19,2020-01-22 02:14:06.626751
3469,CUBE 8,THOMSON ROAD,11,Non-landed Properties,1,"2,500",500 to 600,Nov-19,2020-01-22 02:14:06.665011
3470,CUBE 8,THOMSON ROAD,11,Non-landed Properties,2,"3,100",900 to 1000,Oct-19,2020-01-22 02:14:06.718377
3471,CUBE 8,THOMSON ROAD,11,Non-landed Properties,3,"4,300",1300 to 1400,Oct-19,2020-01-22 02:14:06.755338
3472,CUBE 8,THOMSON ROAD,11,Non-landed Properties,1,"2,200",500 to 600,Oct-19,2020-01-22 02:14:06.779340
3473,CUBE 8,THOMSON ROAD,11,Non-landed Properties,1,"2,400",500 to 600,Oct-19,2020-01-22 02:14:06.802523
